fuel_type,fuel_class,plot_id,time,value_norm,si_value,si_units,us_value,us_units,lab_fuel,lab_class,lab_time,lab_time_abbr,order_class,order_time,subset_by,metric
wd,hr0010,RxF04,2017,0.052798279910514986,0.6613128425235008,Metric tons per hectare,0.2949655854252903,Tons per acre,Coarse woody debris,10-hr,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
wd,hr0010,RxF04,2019,0.365129726889932,1.320990899370041,Metric tons per hectare,0.5892020068555045,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
wd,hr0010,RxF04,2021,0.2226221784450786,0.9919692637852512,Metric tons per hectare,0.4424483781379354,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
wd,hr0010,RxF05,2016,1.6456453705825655,6.387949393317619,Metric tons per hectare,2.8492191763236483,Tons per acre,Coarse woody debris,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
wd,hr0010,RxF05,2017,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
wd,hr0010,RxF05,2019,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
wd,hr0010,RxF05,2021,0.8590713220305609,2.8255103050661936,Metric tons per hectare,1.260263293963512,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
wd,hr0010,RxF06,2016,1.8053324069497563,7.286193861830986,Metric tons per hectare,3.2498634530914305,Tons per acre,Coarse woody debris,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
wd,hr0010,RxF06,2017,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
wd,hr0010,RxF06,2019,0.7105028504594372,2.3135489901157604,Metric tons per hectare,1.0319130196769672,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
wd,hr0010,RxF06,2021,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
wd,hr0010,RxF07,2016,1.564935798496925,5.956427609289128,Metric tons per hectare,2.6567473725642854,Tons per acre,Coarse woody debris,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
wd,hr0010,RxF07,2017,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
wd,hr0010,RxF07,2019,0.48941334984607454,1.6463409165782246,Metric tons per hectare,0.7343179824166924,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
wd,hr0010,RxF07,2021,-0.1707338290046195,0.3279227146971213,Metric tons per hectare,0.14626347667132977,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
wd,hr0010,RxF08,2016,1.6099299854618658,6.19513228878149,Metric tons per hectare,2.763216899545714,Tons per acre,Coarse woody debris,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
wd,hr0010,RxF08,2017,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
wd,hr0010,RxF08,2019,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
wd,hr0010,RxF08,2021,0.05142083808794463,0.6589040179023932,Metric tons per hectare,0.2938911765844751,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
wd,hr0010,RxF09,2016,2.201429894711341,9.76922927568868,Metric tons per hectare,4.3573725582911145,Tons per acre,Coarse woody debris,10-hr,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
wd,hr0010,RxF09,2017,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
wd,hr0010,RxF09,2019,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,10-hr,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
wd,hr0010,RxF09,2021,0.5098279600172605,1.7032036568474622,Metric tons per hectare,0.7596804892272356,Tons per acre,Coarse woody debris,10-hr,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
wd,hr1000r,RxF01,2016,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF01,2017,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF01,2019,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF01,2021,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF02,2016,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF02,2017,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF02,2019,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF02,2021,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF03,2016,0.5563340762452832,1.8363461525195683,Metric tons per hectare,0.8190660805172026,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF03,2017,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF03,2019,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF03,2021,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF04,2016,4.298936209626858,28.975834073313557,Metric tons per hectare,12.924100835554665,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF04,2017,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF04,2019,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF04,2021,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF05,2016,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF05,2017,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF05,2019,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF05,2021,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF06,2016,1.6248665870206835,6.275411241355519,Metric tons per hectare,2.799023747259375,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF06,2017,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF06,2019,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF06,2021,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF07,2016,1.2271489563955997,4.314144702855594,Metric tons per hectare,1.9242393857518256,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF07,2017,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF07,2019,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF07,2021,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF08,2016,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF08,2017,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF08,2019,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF08,2021,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
wd,hr1000r,RxF09,2016,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,1 Year pre-fire (2016),1-y pre-fire (2016),4,1,type_class_time_plot,mean
wd,hr1000r,RxF09,2017,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,0 Years post-fire (2017),0-y post-fire (2017),4,2,type_class_time_plot,mean
wd,hr1000r,RxF09,2019,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,2 Years post-fire (2019),2-y post-fire (2019),4,3,type_class_time_plot,mean
wd,hr1000r,RxF09,2021,-0.702831414698477,0,Metric tons per hectare,0,Tons per acre,Coarse woody debris,1000-hr rotten,4 Years post-fire (2021),4-y post-fire (2021),4,4,type_class_time_plot,mean
